id,name,state,county,range,elevation_ft,elevation_m,prominence_ft,lat,lon,gnis_feature_id,wikidata_qid,wikipedia_url,lists,photo_url,photo_license,photo_license_url,photo_author,photo_source_page,photo_attribution,coord_source,official_usgs_name,prominence_marginal,aka
me-katahdin-hamlin-peak,Katahdin (Hamlin Peak),Maine,Piscataquis,,4756,1449.6,,45.9241506,-68.9276699,567535,Q5645488,https://en.wikipedia.org/wiki/Hamlin_Peak,ne-67,https://upload.wikimedia.org/wikipedia/commons/d/dd/Hamlin_Peak_seen_from_Baxter_Peak.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Fredlyfish4,https://commons.wikimedia.org/wiki/File:Hamlin_Peak_seen_from_Baxter_Peak.jpg,"Fredlyfish4, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 567535,,,Katahdin
ny-gothics,Gothics,New York,Essex,,4736,1443.5,699,44.1277074,-73.8574282,973349,Q5587893,https://en.wikipedia.org/wiki/Gothics,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/f/f6/Gothics_from_Big_Slide.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Mwanner,https://commons.wikimedia.org/wiki/File:Gothics_from_Big_Slide.jpg,"Mwanner, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 973349,,,
ny-mount-colden,Mount Colden,New York,Essex,,4714,1436.8,876,44.1269976,-73.9598674,947091,Q6920203,https://en.wikipedia.org/wiki/Mount_Colden,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/e/e4/Mount_Colden%2C_Marcy_Group%2C_Adk_High_Peaks.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Mwanner,"https://commons.wikimedia.org/wiki/File:Mount_Colden,_Marcy_Group,_Adk_High_Peaks.JPG","Mwanner, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 947091,,,
nh-mount-carrigain,Mount Carrigain,New Hampshire,Grafton,,4700,1432.6,,44.0936537,-71.4466959,871628,Q6920061,https://en.wikipedia.org/wiki/Mount_Carrigain,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/2/20/Mt._Carrigain.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Tim Sackton,https://commons.wikimedia.org/wiki/File:Mt._Carrigain.jpg,"Tim Sackton, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 871628,,,Carrigain
nh-mount-bond,Mount Bond,New Hampshire,Grafton,,4698,1432.0,,44.1528345,-71.5311895,871556,Q6919778,https://en.wikipedia.org/wiki/Mount_Bond,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/0/0e/Mount_Bond.jpg,Public domain,,Photo by Ken Gallager,https://commons.wikimedia.org/wiki/File:Mount_Bond.jpg,"Photo by Ken Gallager, Public domain, via Wikimedia Commons",USGS GNIS feature 871556,,,Bond
ny-giant-mountain,Giant Mountain,New York,Essex,,4627,1410.3,2953,44.1611342,-73.7201503,2611110,Q8524323,https://en.wikipedia.org/wiki/Giant_Mountain,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/7/75/Giant_Mountain_%28NY%29.jpg,Public domain,,Newark777 at en.wikipedia,https://commons.wikimedia.org/wiki/File:Giant_Mountain_(NY).jpg,"Newark777 at en.wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 2611110,,,
ny-nippletop,Nippletop,New York,Essex,,4620,1408.2,1380,44.0889063,-73.8164023,958617,Q7039599,https://en.wikipedia.org/wiki/Nippletop,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/f/f7/Nippletop_from_Belfry_Mountain_May_2021.JPG,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,420Traveler,https://commons.wikimedia.org/wiki/File:Nippletop_from_Belfry_Mountain_May_2021.JPG,"420Traveler, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 958617,,,
nh-middle-carter-mountain,Middle Carter Mountain,New Hampshire,Coos,,4610,1405.1,,44.3031109,-71.1678106,872288,Q6841258,https://en.wikipedia.org/wiki/Middle_Carter_Mountain,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/2/20/Middle_Carter_Mtn_NH_ctr.JPG,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Middle_Carter_Mtn_NH_ctr.JPG,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 872288,,,Middle Carter
ny-santanoni-peak,Santanoni Peak,New York,Essex,,4607,1404.2,2430,44.0822811,-74.1309855,964468,Q7420073,https://en.wikipedia.org/wiki/Santanoni_Peak,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/4/45/Santanoni_Peak_seen_from_ridge.jpg,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Santanoni_Peak_seen_from_ridge.jpg,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 964468,,,
ny-mount-redfield,Mount Redfield,New York,Essex,,4606,1403.9,242,44.094777,-73.949866,962328,Q6923164,https://en.wikipedia.org/wiki/Mount_Redfield,adk-46ers,,,,,,,USGS GNIS feature 962328,,,
ny-wright-peak,Wright Peak,New York,Essex,,4580,1396.0,270,44.1515955,-73.9797606,971754,Q8038240,https://en.wikipedia.org/wiki/Wright_Peak,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/0/04/Wright_Peak_from_Mount_Jo.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Mwanner,https://commons.wikimedia.org/wiki/File:Wright_Peak_from_Mount_Jo.jpg,"Mwanner, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 971754,,,
nh-west-bond,West Bond,New Hampshire,Grafton,,4540,1383.8,,44.1528345,-71.5311895,871556,Q6919778,https://en.wikipedia.org/wiki/Mount_Bond,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/0/0e/Mount_Bond.jpg,Public domain,,Photo by Ken Gallager,https://commons.wikimedia.org/wiki/File:Mount_Bond.jpg,"Photo by Ken Gallager, Public domain, via Wikimedia Commons",USGS GNIS feature 871556,,,
ny-saddleback-mountain,Saddleback Mountain,New York,Essex,,4515,1376.2,380,44.1264568,-73.8748849,970556,Q7397752,https://en.wikipedia.org/wiki/Saddleback_Mountain_%28Keene%2C_New_York%29,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/8/87/Saddleback_Mountain.JPG,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,PhacopsRana,https://commons.wikimedia.org/wiki/File:Saddleback_Mountain.JPG,"PhacopsRana, CC BY 3.0, via Wikimedia Commons",USGS GNIS feature 970556,,,
nh-mount-garfield,Mount Garfield,New Hampshire,Grafton,,4500,1371.6,,44.1872617,-71.6106785,871925,Q6920864,https://en.wikipedia.org/wiki/Mount_Garfield_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/8/87/Mt._Garfield.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Tim Sackton,https://commons.wikimedia.org/wiki/File:Mt._Garfield.jpg,"Tim Sackton, CC BY-SA 2.0, via Wikimedia Commons",USGS GNIS feature 871925,,,Garfield
nh-mount-liberty,Mount Liberty,New Hampshire,Grafton,,4459,1359.1,,44.1158901,-71.6420251,872169,Q6921831,https://en.wikipedia.org/wiki/Mount_Liberty_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/a/a0/MtLiberty.jpg,Public domain,,Ken Gallager at en.wikipedia,https://commons.wikimedia.org/wiki/File:MtLiberty.jpg,"Ken Gallager at en.wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 872169,,,Liberty
ny-panther-peak,Panther Peak,New York,Essex,,4442,1353.9,275,44.0983915,-74.132097,959830,Q7131804,https://en.wikipedia.org/wiki/Panther_Peak,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/2/29/Panther_Peak_seen_from_Bradley_Pond_leanto.jpg,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Panther_Peak_seen_from_Bradley_Pond_leanto.jpg,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 959830,,,
nh-south-carter-mountain,South Carter Mountain,New Hampshire,Coos,,4430,1350.3,,44.2897779,-71.176635,872698,Q7566729,https://en.wikipedia.org/wiki/South_Carter_Mountain,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/7/7f/South_and_Middle_Carter_Mtns_NH.JPG,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:South_and_Middle_Carter_Mtns_NH.JPG,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 872698,,,South Carter
ny-table-top-mountain,Table Top Mountain,New York,Essex,,4427,1349.3,430,44.1404232,-73.9162543,966981,Q7673183,https://en.wikipedia.org/wiki/Table_Top_Mountain_%28New_York%29,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/3/3f/Table_Top_Mountain_NY.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Dclemens1971,https://commons.wikimedia.org/wiki/File:Table_Top_Mountain_NY.jpg,"Dclemens1971, CC BY 4.0, via Wikimedia Commons",USGS GNIS feature 966981,,,
nh-wildcat-mountain,Wildcat Mountain,New Hampshire,Coos,,4422,1347.8,,44.2595144,-71.201848,872940,Q8001021,https://en.wikipedia.org/wiki/Wildcat_Mountain_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/0/03/WildcatA.jpg,Public domain,,Ken Gallager at en.wikipedia,https://commons.wikimedia.org/wiki/File:WildcatA.jpg,"Ken Gallager at en.wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 872940,,,Wildcat
ny-rocky-peak-ridge,Rocky Peak Ridge,New York,Essex,,4420,1347.2,640,44.1541715,-73.7053649,2651608,Q7355957,https://en.wikipedia.org/wiki/Rocky_Peak_Ridge,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/b/b6/Rocky_Ridge_Peak.JPG,Public domain,,User:Theedster123,https://commons.wikimedia.org/wiki/File:Rocky_Ridge_Peak.JPG,"User:Theedster123, Public domain, via Wikimedia Commons",USGS GNIS feature 2651608,,,
nh-mount-hancock,Mount Hancock,New Hampshire,Grafton,,4420,1347.2,,44.0836076,-71.4934302,872006,Q6921046,https://en.wikipedia.org/wiki/Mount_Hancock_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/a/af/Mount_Hancock_NH_June_2019.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Ken Gallager,https://commons.wikimedia.org/wiki/File:Mount_Hancock_NH_June_2019.jpg,"Ken Gallager, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 872006,,,Hancock
ny-macomb-mountain,Macomb Mountain,New York,Essex,,4405,1342.6,584,44.0515206,-73.7800062,971960,Q6724801,https://en.wikipedia.org/wiki/Macomb_Mountain,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/1/1b/Macomb-Mountain-NY.jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Dclemens1971,https://commons.wikimedia.org/wiki/File:Macomb-Mountain-NY.jpeg,"Dclemens1971, CC BY 4.0, via Wikimedia Commons",USGS GNIS feature 971960,,,
ny-armstrong-mountain,Armstrong Mountain,New York,Essex,,4400,1341.1,98,44.1346016,-73.8496471,942572,Q4793955,https://en.wikipedia.org/wiki/Armstrong_Mountain_%28Keene_Valley%2C_New_York%29,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/b/b7/Armstrong_from_Noonmark.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Mwanner,https://commons.wikimedia.org/wiki/File:Armstrong_from_Noonmark.jpg,"Mwanner, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 942572,,,
ny-hough-peak,Hough Peak,New York,Essex,,4400,1341.1,374,44.0694981,-73.7777382,953279,Q5912859,https://en.wikipedia.org/wiki/Hough_Peak,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/6/65/Hough_Peak_and_Macomb_Mt_from_ridge_to_Dix.jpg,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Hough_Peak_and_Macomb_Mt_from_ridge_to_Dix.jpg,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 953279,,,
vt-mount-mansfield,Mount Mansfield,Vermont,Chittenden,,4393,1339.0,,44.5436537,-72.814289,1461774,Q573840,https://en.wikipedia.org/wiki/Mount_Mansfield,ne-67;us-state-highpoints,https://upload.wikimedia.org/wikipedia/commons/e/ea/The_Chin_of_Mount_Mansfield%2C_2007.jpg,Public domain,,Original uploader was Calzarette (Joe Calzarette) at en.wikipedia,"https://commons.wikimedia.org/wiki/File:The_Chin_of_Mount_Mansfield,_2007.jpg","Original uploader was Calzarette (Joe Calzarette) at en.wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 1461774,,,
ny-seward-mountain,Seward Mountain,New York,Franklin,,4361,1329.2,2030,44.1596568,-74.1995385,964885,Q7458181,https://en.wikipedia.org/wiki/Seward_Mountain_%28New_York%29,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/c/c6/Seward_Mt_seen_from_Seymour_Mt_NY.jpg,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Seward_Mt_seen_from_Seymour_Mt_NY.jpg,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 964885,,,
ny-mount-marshall,Mount Marshall,New York,Essex,,4360,1328.9,493,44.1275538,-74.0118142,956573,Q6922027,https://en.wikipedia.org/wiki/Mount_Marshall_%28New_York%29,adk-46ers,,,,,,,USGS GNIS feature 956573,,,
nh-south-kinsman,South Kinsman,New Hampshire,Grafton,,4358,1328.3,,44.1229066,-71.7362577,872140,Q6414295,https://en.wikipedia.org/wiki/Kinsman_Mountain,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/8/85/North_Peak_of_Kinsman_Mountain.jpg,Public domain,,Ken Gallager at English Wikipedia,https://commons.wikimedia.org/wiki/File:North_Peak_of_Kinsman_Mountain.jpg,"Ken Gallager at English Wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 872140,,,
ny-allen-mountain,Allen Mountain,New York,Essex,,4340,1322.8,640,44.0710434,-73.9398446,942362,Q4731793,https://en.wikipedia.org/wiki/Allen_Mountain_%28New_York%29,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/a/af/Mt_Allen_summit_ridge_NY.JPG,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Mt_Allen_summit_ridge_NY.JPG,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 942362,,,
nh-mount-field,Mount Field,New Hampshire,Grafton,,4340,1322.8,,44.196137,-71.4331049,873014,Q8523327,https://en.wikipedia.org/wiki/Mount_Field_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/8/87/Mtfieldprofile.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Jeremy R. Clark,https://commons.wikimedia.org/wiki/File:Mtfieldprofile.jpg,"Jeremy R. Clark, CC BY 3.0, via Wikimedia Commons",USGS GNIS feature 873014,,,Field
nh-mount-osceola,Mount Osceola,New Hampshire,Grafton,,4340,1322.8,,44.0014482,-71.5359097,872440,Q6922609,https://en.wikipedia.org/wiki/Mount_Osceola,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/8/8d/Mt_osceola.jpg,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,Wesman83,https://commons.wikimedia.org/wiki/File:Mt_osceola.jpg,"Wesman83, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 872440,,,Osceola
nh-mount-flume,Mount Flume,New Hampshire,Grafton,,4328,1319.2,,44.1089459,-71.6278579,871894,Q8520470,https://en.wikipedia.org/wiki/Mount_Flume,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/5/55/Mt_flume.jpg,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,Wesman83 at English Wikipedia,https://commons.wikimedia.org/wiki/File:Mt_flume.jpg,"Wesman83 at English Wikipedia, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 871894,,,Flume
nh-south-hancock,South Hancock,New Hampshire,Grafton,,4319,1316.4,,44.0836076,-71.4934302,872006,Q6921046,https://en.wikipedia.org/wiki/Mount_Hancock_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/a/af/Mount_Hancock_NH_June_2019.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Ken Gallager,https://commons.wikimedia.org/wiki/File:Mount_Hancock_NH_June_2019.jpg,"Ken Gallager, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 872006,,,
nh-mount-pierce,Mount Pierce,New Hampshire,Coos,,4310,1313.7,,44.2265226,-71.3659732,872495,Q749181,https://en.wikipedia.org/wiki/Mount_Pierce_%28New_Hampshire%29,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/7/7b/Mtpierceprofile.jpg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Jeremy R. Clark,https://commons.wikimedia.org/wiki/File:Mtpierceprofile.jpg,"Jeremy R. Clark, CC BY 3.0, via Wikimedia Commons",USGS GNIS feature 872495,,,Pierce
nh-north-kinsman,North Kinsman,New Hampshire,Grafton,,4293,1308.5,,44.1229066,-71.7362577,872140,Q6414295,https://en.wikipedia.org/wiki/Kinsman_Mountain,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/8/85/North_Peak_of_Kinsman_Mountain.jpg,Public domain,,Ken Gallager at English Wikipedia,https://commons.wikimedia.org/wiki/File:North_Peak_of_Kinsman_Mountain.jpg,"Ken Gallager at English Wikipedia, Public domain, via Wikimedia Commons",USGS GNIS feature 872140,,,
nh-mount-willey,Mount Willey,New Hampshire,Grafton,,4285,1306.1,,44.1835296,-71.4207354,872952,Q6924600,https://en.wikipedia.org/wiki/Mount_Willey,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/b/ba/Mount_Willey_from_Crawford_Notch.JPG,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,wwoods,https://commons.wikimedia.org/wiki/File:Mount_Willey_from_Crawford_Notch.JPG,"wwoods, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 872952,,,Willey
nh-bondcliff,Bondcliff,New Hampshire,Grafton,,4265,1300.0,,44.1528345,-71.5311895,871556,Q6919778,https://en.wikipedia.org/wiki/Mount_Bond,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/0/0e/Mount_Bond.jpg,Public domain,,Photo by Ken Gallager,https://commons.wikimedia.org/wiki/File:Mount_Bond.jpg,"Photo by Ken Gallager, Public domain, via Wikimedia Commons",USGS GNIS feature 871556,,,
nh-mount-zealand,Mount Zealand,New Hampshire,,,4260,1298.4,,44.17966667,-71.52133333,,Q6924722,https://en.wikipedia.org/wiki/Mount_Zealand,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/0/09/Mt._Zealand.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Tim Sackton,https://commons.wikimedia.org/wiki/File:Mt._Zealand.jpg,"Tim Sackton, CC BY-SA 2.0, via Wikimedia Commons",Wikipedia Mount Zealand,,,Zealand
me-sugarloaf-mountain,Sugarloaf Mountain,Maine,Franklin,,4250,1295.4,,45.0316808,-70.3133295,576507,Q3503069,https://en.wikipedia.org/wiki/Sugarloaf_Mountain_%28Maine%29,ne-67,https://upload.wikimedia.org/wikipedia/commons/a/ab/Sugarloaf_Mt_seen_from_AT_above_Crocker_Cirque.jpg,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Sugarloaf_Mt_seen_from_AT_above_Crocker_Cirque.jpg,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 576507,,,
ny-big-slide-mountain,Big Slide Mountain,New York,Essex,,4240,1292.4,1049,44.1822721,-73.8706562,943955,Q4906374,https://en.wikipedia.org/wiki/Big_Slide_Mountain_%28New_York%29,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/9/9f/Big_Slide_Mt_from_The_Brothers_Trail.jpg,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Big_Slide_Mt_from_The_Brothers_Trail.jpg,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 943955,,,
ny-esther-mountain,Esther Mountain,New York,Essex,,4240,1292.4,302,44.3869916,-73.8898673,949720,Q5401250,https://en.wikipedia.org/wiki/Esther_Mountain,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/9/9f/Whiteface_Mountain_-_Esther_Mountain.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Mwanner,https://commons.wikimedia.org/wiki/File:Whiteface_Mountain_-_Esther_Mountain.jpg,"Mwanner, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 949720,,,
vt-killington-peak,Killington Peak,Vermont,Rutland,,4235,1290.8,,43.6045042,-72.8201012,1458086,Q4220539,https://en.wikipedia.org/wiki/Killington_Peak,ne-67,https://upload.wikimedia.org/wikipedia/commons/3/39/Killington_Pk_seen_from_Pico_Pk.jpg,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Killington_Pk_seen_from_Pico_Pk.jpg,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 1458086,,,
me-crocker-mountain,Crocker Mountain,Maine,Franklin,,4228,1288.7,,45.0470653,-70.3827938,564525,Q8523151,https://en.wikipedia.org/wiki/Crocker_Mountain_%28Maine%29,ne-67,https://upload.wikimedia.org/wikipedia/commons/1/1e/Crocker_Mt_centre.JPG,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Crocker_Mt_centre.JPG,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 564525,,,
ny-upper-wolfjaw-mountain,Upper Wolfjaw Mountain,New York,Essex,,4185,1275.6,280,44.14033,-73.845226,968312,Q7899016,https://en.wikipedia.org/wiki/Upper_Wolfjaw_Mountain,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/a/a1/Upper_Wolfjaw_Mountain.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Mwanner Uploaded by Mwanner at en.wikipedia,https://commons.wikimedia.org/wiki/File:Upper_Wolfjaw_Mountain.jpg,"Mwanner Uploaded by Mwanner at en.wikipedia, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 968312,,,
ny-slide-mountain,Slide Mountain,New York,Ulster,,4180,1274.1,,41.9991499,-74.3857682,975759,Q7540328,https://en.wikipedia.org/wiki/Slide_Mountain_%28Ulster_County%2C_New_York%29,catskill-3500,https://upload.wikimedia.org/wikipedia/commons/5/5d/2025-07-21_15_46_15_View_west_toward_the_summit_of_Slide_Mountain_from_the_Wittenberg-Cornell-Slide_Trail_%28Burroughs_Range_Trail%29_just_west_of_the_summit_of_Cornell_Mountain_in_Shandaken%2C_Ulster_County%2C_New_York%28edited%29.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Famartin,"https://commons.wikimedia.org/wiki/File:2025-07-21_15_46_15_View_west_toward_the_summit_of_Slide_Mountain_from_the_Wittenberg-Cornell-Slide_Trail_(Burroughs_Range_Trail)_just_west_of_the_summit_of_Cornell_Mountain_in_Shandaken,_Ulster_County,_New_York(edited).jpg","Famartin, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 975759,,,
ny-lower-wolfjaw-mountain,Lower Wolfjaw Mountain,New York,Essex,,4175,1272.5,663,44.1481843,-73.8327257,956118,Q6693909,https://en.wikipedia.org/wiki/Lower_Wolfjaw_Mountain,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/9/9d/Lower_Wolfjaw_from_Noonmark.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Mwanner,https://commons.wikimedia.org/wiki/File:Lower_Wolfjaw_from_Noonmark.jpg,"Mwanner, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 956118,,,
nh-mount-cabot,Mount Cabot,New Hampshire,Coos,,4170,1271.0,,44.5060061,-71.4144768,865897,Q6919942,https://en.wikipedia.org/wiki/Mount_Cabot,ne-67;nh-48,,,,,,,USGS GNIS feature 865897,,,Cabot
me-old-speck-mountain,Old Speck Mountain,Maine,Oxford,,4170,1271.0,,44.5709262,-70.953821,572729,Q7085015,https://en.wikipedia.org/wiki/Old_Speck_Mountain,ne-67,https://upload.wikimedia.org/wikipedia/commons/c/c1/Old_Speck_Mt_Maine_from_Eyebrow_Trail.jpg,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:Old_Speck_Mt_Maine_from_Eyebrow_Trail.jpg,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 572729,,,Old Speck
ny-street-mountain,Street Mountain,New York,Essex,,4166,1269.8,1280,44.1793678,-74.0270761,966631,Q7622887,https://en.wikipedia.org/wiki/Street_Mountain_%28New_York%29,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/e/e5/Street_Mountain_%28New_York%29_Peak.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Edmund Rozell,https://commons.wikimedia.org/wiki/File:Street_Mountain_(New_York)_Peak.jpg,"Edmund Rozell, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 966631,,,
ny-phelps-mountain,Phelps Mountain,New York,Essex,,4161,1268.3,200,44.1569957,-73.9209775,960289,Q7181274,https://en.wikipedia.org/wiki/Phelps_Mountain_%28New_York%29,adk-46ers,https://upload.wikimedia.org/wikipedia/commons/7/7c/Stream_near_Phelps.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Pepper,https://commons.wikimedia.org/wiki/File:Stream_near_Phelps.jpg,"Pepper, CC BY-SA 3.0, via Wikimedia Commons",USGS GNIS feature 960289,,,
nh-east-osceola,East Osceola,New Hampshire,Grafton,,4156,1266.7,,44.0061704,-71.5206316,871835,Q5329122,https://en.wikipedia.org/wiki/East_Peak_Mount_Osceola,ne-67;nh-48,https://upload.wikimedia.org/wikipedia/commons/5/59/East_Osceola_from_Mount_Osceola.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Ken Gallager,https://commons.wikimedia.org/wiki/File:East_Osceola_from_Mount_Osceola.jpg,"Ken Gallager, CC BY-SA 4.0, via Wikimedia Commons",USGS GNIS feature 871835,,,
me-north-brother,North Brother,Maine,Piscataquis,,4151,1265.2,,45.9571506,-68.9854399,572313,Q7054307,https://en.wikipedia.org/wiki/North_Brother,ne-67,https://upload.wikimedia.org/wikipedia/commons/4/42/North_Brother_and_Fort_Mts_Maine.jpg,Public domain,,petersent,https://commons.wikimedia.org/wiki/File:North_Brother_and_Fort_Mts_Maine.jpg,"petersent, Public domain, via Wikimedia Commons",USGS GNIS feature 572313,,,
me-mount-bigelow-west-peak,Mount Bigelow (West Peak),Maine,Somerset,,4145,1263.4,,45.1468979,-70.2879703,578186,Q6919728,https://en.wikipedia.org/wiki/Mount_Bigelow_%28Maine%29,ne-67,https://upload.wikimedia.org/wikipedia/commons/5/53/Bigelow_Mountain_from_top_of_Sugarloaf_Mountain.JPG,Public domain,,ThePessimus,https://commons.wikimedia.org/wiki/File:Bigelow_Mountain_from_top_of_Sugarloaf_Mountain.JPG,"ThePessimus, Public domain, via Wikimedia Commons",USGS GNIS feature 578186,,,Mount Bigelow
